Text,Sentiment,Positive
na carta nptarial a su despacho. Y ala vez quisiera saber quien se comprometio como dice a pagar esos gastos,positivo,1
Cuánto%20es%20el%20monto%20que%20tengo%20aprobado...,positivo,1
Identificate individuo,positivo,1
quiero comunicarme con usted,positivo,1
Y ese mensaje porque me llega si no tengo deuda con interbank,positivo,1
Siempre se dio la posibilidad de poder reprogramar una cuota por lo de la pandemia ,positivo,1
Ya se cancelo verifique porfis,positivo,1
Que... YO no debo a nadie y si tengo deuda estoy al dia... Se confundieron...,positivo,1
Estoy  delicada  por eso no me acerco ha pagar espero que me comprendan ,positivo,1
"El numero 998701796 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Por favor no enviar mensajes numero equivocado verifique su contacto.,positivo,1
Llamame cuando recibas este mensaje.,positivo,1
No Jordan que no les debo nada,positivo,1
No debo nada pagué hace seis años,positivo,1
"Muy bien, me acercare hoy  a cancelar , gracias ",positivo,1
I como son los intereses,positivo,1
No tengo deudas. Dejen de acosarme,positivo,1
Ya cancele el dia sabado,positivo,1
Si grcis,positivo,1
ESO NO ES MI CUENTA,positivo,1
SEÑORES DE QUIEN ES LA DEUDA DIGANME EL NOMBRE SE HAN EQUIVOCADO DE NUMERO O EXPLIQUEN ME POR FABOR,positivo,1
"No existe infocorp. Cada mensaje que me mandan lo estoy guardando para hacer reclamo, uds. No tienen por que escribirme a mi numero personal.",positivo,1
Qien ers,positivo,1
Que cosa no debo y no quiero ese segura ya no entienden,positivo,1
cuanto es mi deuda a  pagar ¡¡,positivo,1
Ya pague carajo,positivo,1
"El numero 962087121 realizo una llamada, busca comunicarse contigo.",positivo,1
De que crédito hablas baboso ya dejen de joder,positivo,1
Señorita buenas tardes a mi hace unas semanas me enviaron un mensaje diciendo q ya ne realizaron mi descuento del producto q devolvi y q solo tenia q pag,positivo,1
Puedo entregar mi auto Hyundai como parte de pago,positivo,1
Porque me llaman si yo no debo nada a nadie,positivo,1
"tegui Nro.289- Coop. Universal- Santa Anita, de 09.00 a 4.00 pm telefono 968383734",positivo,1
Q tiempo pague,positivo,1
Ok muchas gracias por su comprension en estos momentos dificiles para mi familia.,positivo,1
de que empresa,positivo,1
Quien miercoles es maxilimiano?,positivo,1
Buenos dias ya cancele todas mis cuotas porque me siguen enviando mensajes ,positivo,1
👍👍,positivo,1
Ya cancele ya,positivo,1
Ya cancele hace 2 dias ,positivo,1
"El numero 929961842 realizo una llamada, busca comunicarse contigo.",positivo,1
Con nadie llegue a un acuerdo mentirosos,positivo,1
Ya pague tengo mis recibos ,positivo,1
"El dia lunes 5 /10, pago no se preocupen gracias.",positivo,1
"El numero 939389346 quiere comunicarse contigo, si deseas llamalo.",positivo,1
De q financiera es,positivo,1
Ya pague no te preocupes amigo,positivo,1
Llamenme,positivo,1
M e me había olvidado que ustedes son dedo para cobrar oiga cortes,positivo,1
esta deuda de mi espacio q ya pague en su momento  ,positivo,1
euda con la empresa,positivo,1
Chupamelapinga%20,positivo,1
de k debo amiga o amigo de mi,positivo,1
Ya se no es necesario que me manden varias veces mensajes o paran llamando. Fastidios,positivo,1
??????,positivo,1
de cuanto seria,positivo,1
Sr como boy a pagar si no estoy trabajando por la pandemia no hay trabajo enbes q me bajas q me estas subiendo hace cuando Boy a poder a pagar si me sobe,positivo,1
"El numero 998661889 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"Buenas tardes, soy el sr Javier Buitron ya pague mi cuota el día de",positivo,1
Cota de que yo no devo,positivo,1
No estoy interesado,positivo,1
dejan de joder,positivo,1
Con quien desea hablar,positivo,1
Ya%20cancele,positivo,1
Ya envié el baucher de pago,positivo,1
Cuanto,positivo,1
Yo no se d q me cobran,positivo,1
No es 185,positivo,1
"El numero 924895750 realizo una llamada, busca comunicarse contigo.",positivo,1
"Mi préstamo fue congelado, después yo no tengo informacion como fue esto",positivo,1
Amigo buen dia disculpe el dia 1de octubre boy que al banco falabella x favor si espenme,positivo,1
Fin de mes me acerco,positivo,1
Yo no debo y si no me descontaron es su problema,positivo,1
No jodas por ahora estamos en cuarentena,positivo,1
Sobre q es x favor,positivo,1
Quien Mierda es? Dejen de estar enviando comunicaciones carajos.,positivo,1
por favor el de Rojas Morales Bermudez no esta en Peru este no es su numero,positivo,1
 sol he pagado un contrato más de seiscientos soles y no puedo más ,positivo,1
De donde si estamos mal economicamente,positivo,1
Ya pague yaaaaaaa ahorita,positivo,1
Se MARIO RAÚL CHAFLOC QUICHIZ en que lo puedo ayudar,positivo,1
No entienden usted no me molesten q voy a proceder de otra manera,positivo,1
Que deuda ,positivo,1
Es número,positivo,1
No llamare,positivo,1
ya habíamos enviado una carta aclarando que mi representada no debe,positivo,1
Grcaia ya cancelé ,positivo,1
Yo pague completo el equipo,positivo,1
Quisiera saber si hay equipos en cuotas,positivo,1
"Quise comunicarme pero no contestan , sobre los equipos no ser posible de la devolucion porque yo me encuentro de viaje , la empresa sabe perfectamente q",positivo,1
Yo no les debo ni un sol a ustedes dejen de estar molestando,positivo,1
"El numero 972855696 quiere comunicarse contigo, si deseas llamalo.",positivo,1
srs.%20%20de%20efectiva%20no%20sean%20injustos%20y%20abusivos%20yo%20ya%20cancele.%20por%20favor%20no%20abusen.%20,positivo,1
Ya pague no molesten,positivo,1
Kien mierda eres no debo nada,positivo,1
Estoy llamando y no contestan quien eres,positivo,1
Muchas Gracias,positivo,1
"El numero 971318723 realizo una llamada, busca comunicarse contigo.",positivo,1
Stas loco @ loca,positivo,1
Muy buenos dias el pago lo realize el dia de ayer,positivo,1
Necesito darme de baja,positivo,1
Esa no es mi cuota,positivo,1
No molestar ratas y mamomes,positivo,1
"Hola , Edgardo esta en el penal.",positivo,1
Código para pagar,positivo,1
Como hago para reportar,positivo,1
Estoy esperando mas de una semana mi clave y no me llega,positivo,1
Dejen de escribirle estafadores,positivo,1
X q no contesta dejen de estar mandado mnsje x yo no tengo deuda con nadies,positivo,1
buenas tardes yo pagué el dia 5 mi cuota cual es el problema,positivo,1
"Buenas tardes he ido a sacar mi dinero y el cajero estaba contando pero no salio nada, ahora reviso mi saldo y no plata favor soluciono",positivo,1
Si yo ya di una fecha de pago no m pueden acosar con llamadas,positivo,1
Cuando nos podemos de acuerdo,positivo,1
"El numero 999335490 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"Perdon ,quien es utd",positivo,1
Querido amigo mi cuota asido ya se canselo revisar el sistema de efectiva,positivo,1
"El numero 950471308 realizo una llamada, busca comunicarse contigo.",positivo,1
Me puede decir dq es q debo pagar xf.,positivo,1
Pero tratare esta semana de pagar por favor,positivo,1
Cuando,positivo,1
"Buenos Dias Marco Por favor este es el mensaje que le llega a la señora Edith a cada rato, por favor revisalo porque ella no tiene porque recibir este ma",positivo,1
hola buenos días ya está pagado la cuota,positivo,1
"El numero 999284350 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Dejen de fastidiar,positivo,1
Yo ya pague adelantado 2 meses,positivo,1
De qué es esa deuda,positivo,1
tivos de salud no estoy trabajando gracias atte Julia Sánchez,positivo,1
buenos dias keria saber mi monto a pagar y hasta k hora atiende por la tarde gracias y mil disculpas atte sr paul ,positivo,1
Ya pague y no molesten por favor,positivo,1
Por favor enviame mi cronograma de pago,positivo,1
Estoy como el chavo ??,positivo,1
"El numero 974914722 realizo una llamada, busca comunicarse contigo.",positivo,1
"Cuantos es la deuda original, osea el saldo capital",positivo,1
Pague el mes de julio,positivo,1
Porque mierda no se fijan en sistemas y dejan de joder cagadas,positivo,1
Buenas noches un numero al q me pueda comunicar x favor,positivo,1
De que número,positivo,1
Error de chat?,positivo,1
Mire señor buenas tardes yo ya no vivo en ese departamento y por que no m lo pidieron cuando me dieron de baja.,positivo,1
Ya no pague ,positivo,1
Disculpa no debo dejen de llamar gracias,positivo,1
"Sra buenos dias, voi a tratar de reunir 150 para el viernes, mas no creo ",positivo,1
Ya ok gracias,positivo,1
"Por favor, llámame!",positivo,1
No tengo x q pagar x q la persona q me exija ésa tarjeta me dejo q no sé paga interés y no tengo x q pagar x q no debo de nada y no me digan exigiendo y,positivo,1
en por favor,positivo,1
Acepto y pago a fin de mes,positivo,1
que%20equipos,positivo,1
Bien conchudos que son vean su sistema para que se enteren del pésimo servicio que me han dado,positivo,1
"El numero 995200731 realizo una llamada, busca comunicarse contigo.",positivo,1
Necesito mi codigo de pago,positivo,1
Ya pague hoy gracias ,positivo,1
Mucho interés mas del cincuenta x ciento aprovechadores son voy aver para cancelar todo el 10,positivo,1
Campanas no kiero,positivo,1
Sres no es su fono sra Marcia este es llamarle 934862453,positivo,1
Como voy saber como es,positivo,1
en Gracias,positivo,1
Abstenerse de enviar mensajes amenazantes soy supervisora de cobran,positivo,1
ortadora o portador de la deuda... Ya son varias veces q envían men,positivo,1
..??,positivo,1
Ok esperaré la respuesta,positivo,1
me agreguen.los meses,positivo,1
Ya cancelo ,positivo,1
"No se puede en la condición actual del País, reprogramar unilateral",positivo,1
Como no tengo revista,positivo,1
D que se trata?,positivo,1
Disculpe yo no debo a efectiva,positivo,1
Buenos dias dejen de mandar mensaje por favor,positivo,1
"Recien estoy empezando a tratabajar , nose preocupe yo ya me acerco a la ofiicina",positivo,1
Si hasta amenazan con k ganas uno regresa,positivo,1
"El numero 965088726 quiere comunicarse contigo, si deseas llamalo.",positivo,1
No tengo ninguna deuda con natura..xfavor eviten mandar este tipo de mensajes,positivo,1
Oye concha tu madre porque me llamas de hoy dia es 26 te han contratado para molestar a los clientes,positivo,1
Tengo%2050%20soles,positivo,1
Muchas  gracias es mi ultima  cuota  y me da tiempo para pagarla,positivo,1
Lo se señores. Soy paciente covid dada de alta recien el dia de ayer. Tengo q seguir aisalda. Cuando me reincorpore a mis labores haré efectivo el pago. ,positivo,1
¿...?,positivo,1
Sigo esperando que me envien el cronograma de pagos a.mi.correo :jose-cucho2011@hotmail.com,positivo,1
La entidad ya depositara,positivo,1
Espero q no sigan hostigando y estafando,positivo,1
Fui a pagar,positivo,1
Quiero saber la capital,positivo,1
Buenas tardes. Quisiera saber como hago para cancelar porque ud no contesta,positivo,1
Fíjate bien en mandar tu mensaje!!!,positivo,1
Quiero saber porque 274 soles tengo que pagar,positivo,1
No hay plata sta nosotros emos enfermado d la casa,positivo,1
En una hora voy sino mañana,positivo,1
Qero catálogo porfavorcito,positivo,1
Ya se pago en la misma tienda,positivo,1
Buenas tardes el chico que viene a cobrar me dijo que viene mañana acaclo tengo el dinero,positivo,1
 que yo no habia solicitando ya llame y no me dan Ningun solucion yo no puedo pagar ,positivo,1
Pésimo sus servicios ...gracias,positivo,1
"El numero 948030693 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Hice mi reclamo con la flor yanqui,positivo,1
Por favor no envíen mensajes a este número,positivo,1
"El numero 968098104 quiere comunicarse contigo, si deseas llamalo.",positivo,1
K paso,positivo,1
Hoy pago en la tarde gracias,positivo,1
"El numero 952271263 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"iado interes,motovo por el cual mi indignacion,lo cual no sucede en otras entidades bancarias,mi persona constato dicho mal trato con el analista,Cesar V",positivo,1
El lunes puede ser,positivo,1
Cunto es ni deuda,positivo,1
Ahora estamos en crisis no podemos pagar hasta qe alla trabajo es la culpa del presidente no del covi  todo el dinero del bono se echa al bolsillo engaña,positivo,1
Hola buenas tardes ,positivo,1
quién es,positivo,1
No estén hostigando por favor.,positivo,1
"El numero 998881657 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Un favor me lo pobrian de reprogramalo mi prestamo  de lod mes de agosto  y setiembre,positivo,1
No molestar x favor oh mi abogado lo mandara una citacion,positivo,1
Está pagado en el bcp,positivo,1
Yo%20ya%20epagado,positivo,1
Quiero saber,positivo,1
Soy antonio martinez por favor dejen de estar mandando sms,positivo,1
Esta cuota ya fue pagado con anticipacion. Gracias.,positivo,1
Ya cancelé cuota del mes. ,positivo,1
"El numero 976051066 quiere comunicarse contigo, si deseas llamalo.",positivo,1
No estoy trabajando,positivo,1
Por favor extornar monto de membresía que reclame,positivo,1
Deje de molestar ok.,positivo,1
 yo ya cancele y si la van a seguir jodiendo mejor les devuelvo su ,positivo,1
Ok ya me estoy acercandome gracias por hacer recordarme,positivo,1
Favor dejar de enviar estos mensajes. Gracias,positivo,1
Estoy pagando en partes gracias,positivo,1
Quiero un millón,positivo,1
Ya pague una parte,positivo,1
Ya deposite S/. 100.00 soles.,positivo,1
"Buenas tardes Les informe que no estaria, el dia sabado al mediodia estaré presente.",positivo,1
Nombre: Emilio Movil: 933 678 160,positivo,1
Por favor cargar a la cuenta de distribuidora Victoria,positivo,1
¿Qué equipos?,positivo,1
"A qué carajo se refiere que soy referido solidario, y contesté",positivo,1
De q si no debo a ningun banco,positivo,1
Como puedo acceder a eso,positivo,1
ni que tiendas que pagar idiota,positivo,1
Sres buenos dias yo quisiera pagar pero lo que yo quisiera que ustedes paguen primero a la Sunat,positivo,1
Llamar a este numero,positivo,1
Le envie todo la firma escaneada hace 1 horas. Por favor podria confirmarme la receocion y el ok,positivo,1
Mierda ya pague degen goder,positivo,1
Como%20es%20la%20entrega%20de%20los%20equipos,positivo,1
Sr hace 7 dias que ya pague,positivo,1
"coyuntura en que nos encontramos, yo a fin de mes me acercare a pagar, si mi joya ya no esta, tomaré las medidas correspondientes ante las autoridades y",positivo,1
No me pagan xq no están los que me sacaron los products,positivo,1
"El numero 934158229 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Q cuota vencida tengo si me estan descontando,positivo,1
No me jodan yo no les debo ni mierda!!,positivo,1
Yo reprograme el pago no tengo plata hable con el asesor,positivo,1
Sigues con lo mismo me tienes huevon yo no te debo nada,positivo,1
Dime qe meses falta pagar y cuanto es la deuda,positivo,1
"No se k quieres k jodes, yo no debo nada",positivo,1
Si ya pedi reprogramacion,positivo,1
Mañana  cancelo..mi.letra..gracias,positivo,1
Profesor soy angel de miercoles y de jueves no a  llegdo n Mi clase mandame por favor,positivo,1
Quien es armando ?,positivo,1
Disculpen señores movisrar pero antes de la pandemia hubo un incendio en mi domicilo junto a varios vecinos nuestras casas y todas nuestras cosas del hog,positivo,1
Quién escribe u con quién desea comunicarse identifíquese o de ha e,positivo,1
Yo ya pagué ,positivo,1
Donde pago,positivo,1
Hola llamo y no contestan ,positivo,1
Si el día 15 pagare. Gracias,positivo,1
nro s operacion. 00024,positivo,1
Por favor verifique bien mi persona no debe ninguna cuota la primera lo pague por el Bco. BCP. Del mes de abril luego se me viene descontando por planill,positivo,1
Por que te preocupas,positivo,1
De qué deuda me llamas si yo no tengo deuda con ese banco,positivo,1
